image_id,gt_nutrient,pred_nutrient,gt_qty,pred_qty,gt_unit,pred_unit,gt_nrv,pred_nrv,qty_match,unit_match,nrv_match,full_match
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,1.0,3.3,g,g,,,False,True,False,False
114.jpeg,KOHLENHYDRATE,Kohlenhydrate,8.8,8.8,g,g,3,,True,True,False,True
114.jpeg,KOHLENHYDRATE,Kohlenhydrate,2.6,2.6,g,g,,,True,True,False,True
114.jpeg,DAVON ZUCKER,DAVON ZUCKER,4.1,1.2,g,g,5,,False,True,False,False
114.jpeg,DAVON ZUCKER,DAVON ZUCKER,1.2,4.18,g,g,,,False,True,False,False
114.jpeg,BALLASTSTOFFE,Ballaststoffe,2.8,42,g,g,,,False,True,False,False
114.jpeg,BALLASTSTOFFE,Ballaststoffe,0.9,2.8,g,g,,,False,True,False,False
114.jpeg,EIWEIß,Eiweiß,70.1,140,g,g,140,,False,True,False,False
114.jpeg,EIWEIß,Eiweiß,21.0,70.1,g,g,,,False,True,False,False
114.jpeg,SALZ,SaLz,0.51,0.17,g,g,9,,False,True,False,False
114.jpeg,SALZ,SaLz,0.17,0.51,g,g,,,False,True,False,False
115.jpeg,Fett,Fett,0,,g,,,,False,False,False,False
115.jpeg,- davon gesättigte Fettsäuren,Fettsäuren,0.2,12.09,g,,,,False,False,False,False
115.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,10.09,g,,,,False,False,False,False
115.jpeg,Ballaststoffe,Ballaststoffe,1.6,11.09,g,,,,False,False,False,False
115.jpeg,Eiweiß,Eiweiß,11.0,0.059,g,,,,False,False,False,False
115.jpeg,Salz,Salz,0.05,,g,,,,False,False,False,False
116.jpeg,ENERGIE,Energie kJ/kcal,1696,,kj,,,,False,False,False,False
116.jpeg,FETT,Fett,12.0,12.0,g,g,,2,True,True,False,True
116.jpeg,FETT,Fett,3.5,3.5,g,g,5,2,True,True,False,True
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE,1.4,1.4,g,g,,,True,True,False,True
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE,0.4,0.4,g,g,2,,True,True,False,True
116.jpeg,KOHLENHYDRATE,Kohlenhydrate,27.0,27.0,g,g,,2,True,True,False,True
116.jpeg,KOHLENHYDRATE,Kohlenhydrate,8.2,8.2,g,g,3,2,True,True,False,True
116.jpeg,- DAVON ZUCKER,DAVON ZUCKER,4.6,1.4,g,g,,,False,True,False,False
116.jpeg,- DAVON ZUCKER,DAVON ZUCKER,1.4,4.6,g,g,2,,False,True,False,False
116.jpeg,BALLASTSTOFFE,Ballaststoffe,12.0,12.0,g,g,,24,True,True,False,True
116.jpeg,BALLASTSTOFFE,Ballaststoffe,3.7,3.7,g,g,,24,True,True,False,True
116.jpeg,EIWEIß,Eiweiß,41.0,12.0,g,g,,10,False,True,False,False
116.jpeg,EIWEIß,Eiweiß,12.0,41.0,g,g,24,10,False,True,False,False
116.jpeg,SALZ,SALZ,2.02,0.61,g,g,,,False,True,False,False
116.jpeg,SALZ,SALZ,0.61,2.02,g,g,10,,False,True,False,False
117.jpeg,ENERGIE,ENERGIEkJ /kcal,1617,,kj,,,,False,False,False,False
117.jpeg,FETT,FETT,13.6,61,g,g,,,False,True,False,False
117.jpeg,FETT,DAVON GESÄTTIGTE Fettsäuren,6.1,158,g,g,,,False,True,False,False
117.jpeg,KOHLENHYDRATE,Kohlenhydrate,37.1,1618,g,g,,,False,True,False,False
117.jpeg,- DAVON ZUCKER,DAVON ZUCKER,30.1,13.58,g,,,,False,False,False,False
117.jpeg,BALLASTSTOFFE,Ballaststoffe,9.0,40;,g,,,,False,False,False,False
117.jpeg,EIWEIß,Eiweiß,24.5,11.08,g,,,,False,False,False,False
117.jpeg,SALZ,SALZ,0.10,0.048,g,,,,False,False,False,False
118.jpeg,ENERGIE,ENERGIEkJIkcal,1440,108,kj,,,,False,False,False,False
118.jpeg,ENERGIE,ENERGIEkJIkcal,344,806,kcal,,,,False,False,False,False
118.jpeg,FETT,Fett,10,388,g,g,,,False,True,False,False
118.jpeg,FETT,Fett,8.0,48,g,g,,,False,True,False,False
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,Fettsäuren,2.6,48,g,g,,,False,True,False,False
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,Fettsäuren,2.1,2.68,g,g,,,False,True,False,False
118.jpeg,KOHLENHYDRATE,Kohlenhydrate,48,4.08,g,g,,,False,True,False,False
118.jpeg,KOHLENHYDRATE,Kohlenhydrate,38,3.28,g,,,,False,False,False,False
118.jpeg,BALLASTSTOFFE,Ballaststoffe,3.0,248,g,,,,False,False,False,False
118.jpeg,BALLASTSTOFFE,Ballaststoffe,2.4,198,g,,,,False,False,False,False
118.jpeg,EIWEIß,Eiweiß,24,0.70,g,g,,,False,True,False,False
118.jpeg,EIWEIß,Eiweiß,19,0.568,g,g,,,False,True,False,False
118.jpeg,SALZ,SALZ,0.70,,g,,,,False,False,False,False
119.jpeg,FETT,DAYONGESÄTTIGTE Fettsäuren,11,388,g,g,,,False,True,False,False
119.jpeg,FETT,DAYONGESÄTTIGTE Fettsäuren,8.4,47,g,g,,,False,True,False,False
119.jpeg,KOHLENHYDRATE,Kohlenhydrate,47,32,g,g,,,False,True,False,False
119.jpeg,KOHLENHYDRATE,Kohlenhydrate,38,406,g,g,,,False,True,False,False
119.jpeg,BALLASTSTOFFE,Ballaststoffe,4.5,248,g,,,,False,False,False,False
120.jpeg,INOSITOL,INOSITOL,100,100,mg,mg,,,True,True,False,True
120.jpeg,CHOLIN,CHOLIN,20,20,mg,mg,,,True,True,False,True
120.jpeg,RUTIN,RUTIN,20,20,mg,mg,,,True,True,False,True
120.jpeg,VITAMIN C,Vitamin C,250,313,mg,mg,313,,False,True,False,False
120.jpeg,NIACIN,Niacin,16,16,mg,mg,100,,True,True,False,True
120.jpeg,VITAMIN E,Vitamin E,30,250,mg,mg,250,,False,True,False,False
120.jpeg,PANTOTHENSÄURE,PANTOTHENSÄURE,5,83,mg,mg,83,,False,True,False,False
120.jpeg,VITAMIN B6,Vitamin B6,0.9,64,mg,mg,64,,False,True,False,False
120.jpeg,VITAMIN B2,Vitamin B2,1.1,79,mg,mg,79,,False,True,False,False
120.jpeg,VITAMIN B1,Vitamin B1,1,100,mg,mg,91,,False,True,False,False
120.jpeg,BIOTIN,Biotin,40,164,µg,,80,,False,False,False,False
120.jpeg,VITAMIN B12,Vitamin B1,4.1,1,µg,mg,164,,False,False,False,False
120.jpeg,VITAMIN D3,Vitamin D3,5.2,81,µg,,104,,False,False,False,False
120.jpeg,VITAMIN K,Vitamin K,60.4,15,µg,,81,,False,False,False,False
120.jpeg,CALCIUM,Calcium,121,121,mg,mg,15,,True,True,False,True
120.jpeg,ZINK,ZINK,6.5,68,mg,mg,65,,False,True,False,False
120.jpeg,JOD,JOD,100,40,µg,,67,,False,False,False,False
120.jpeg,SELEN,SELEN,22,20,µg,,40,,False,False,False,False
120.jpeg,KUPFER,KUPFER,1,63,mg,,100,,False,False,False,False
120.jpeg,MANGAN,MANGAN,0.4,90,mg,,20,,False,False,False,False
120.jpeg,CHROM,CHROM,25,,µg,,63,,False,False,False,False
120.jpeg,MOLYBDÄN,MOLYBDÄN,45,,µg,,90,,False,False,False,False
121.jpeg,ENERGIE,Energie KJIKCAL,1401,,kj,,,,False,False,False,False
121.jpeg,FETT,Fett,12,12,g,g,,,True,True,False,True
121.jpeg,FETT,Fett,5.2,5.2,g,g,,,True,True,False,True
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,6.5,12,g,g,,,False,True,False,False
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,2.9,6.5,g,g,,,False,True,False,False
121.jpeg,KOHLENHYDRATE,Kohlenhydrate,20,20,g,g,,,True,True,False,True
121.jpeg,KOHLENHYDRATE,Kohlenhydrate,9.1,91,g,g,,,False,True,False,False
121.jpeg,- DAVON ZUCKER,DAVON ZUCKER,4.9,20,g,g,,,False,True,False,False
121.jpeg,- DAVON ZUCKER,DAVON ZUCKER,2.2,91,g,g,,,False,True,False,False
121.jpeg,BALLASTSTOFFE,Ballaststoffe,18,79,g,g,,,False,True,False,False
121.jpeg,BALLASTSTOFFE,Ballaststoffe,7.9,18,g,g,,,False,True,False,False
121.jpeg,EIWEIß,Eiweiß,35,16,g,g,,,False,True,False,False
121.jpeg,EIWEIß,Eiweiß,16,35,g,g,,,False,True,False,False
121.jpeg,SALZ,SALZ,0.20,16,g,g,,,False,True,False,False
121.jpeg,SALZ,SALZ,0.09,0.20,g,g,,,False,True,False,False
17.jpeg,Vitamin B6,Vitamin B6,0.22,,mg,,15,,False,False,False,False
17.jpeg,Vitamin B12,Vitamin B12,0.38,,µg,,15,,False,False,False,False
2.jpeg,davon gesättigte Fettsäuren/of which saturates,Fettsäuren,0,8,g,g,,,False,True,False,False
2.jpeg,davon gesättigte Fettsäuren/of which saturates,saturates,0,,g,,,,False,False,False,False
2.jpeg,Kohlenhydrate/carbohydrates,Carbohydrate,70,330,g,,,,False,False,False,False
2.jpeg,Eiweiss/Protein,Protein,0,430,g,,,,False,False,False,False
2.jpeg,Eiweiss/Protein,Protein,0,0.300,g,,,,False,False,False,False
34.jpeg,Energy,Energy,1356,,kj,,,,False,False,False,False
35.jpeg,Magnesium,Magnesium,4.7,2.19,g,mg,,,False,False,False,False
35.jpeg,Magnesium,Magnesium,225,100.8,mg,mg,60,,False,True,False,False
